,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value
14449,-122.13,37.69,34.0,1131.0,278.0,560.0,237.0,2875.0,161700.0
14450,-122.13,37.69,17.0,2380.0,769.0,1216.0,643.0,3395.0,271300.0
14451,-122.13,37.68,45.0,2457.0,445.0,1129.0,422.0,4058.7999999999997,182800.0
14452,-122.13,37.68,43.0,1676.0,340.0,924.0,328.0,3600.0,179400.0
14453,-122.13,37.67,42.0,3592.0,703.0,1625.0,665.0,3243.3999999999996,179900.0
14454,-122.13,37.67,40.0,1748.0,318.0,914.0,317.0,3867.6,184000.0
14455,-122.13,37.67,38.0,2012.0,347.0,880.0,332.0,3173.4,181600.0
14456,-122.13,37.47,30.0,1480.0,294.0,1126.0,301.0,4983.0,166700.0
14457,-122.13,37.47,25.0,1630.0,353.0,1546.0,371.0,5089.299999999999,173400.0
14458,-122.13,37.46,37.0,1576.0,334.0,1385.0,323.0,2529.4,159400.0
14459,-122.13,37.46,35.0,1321.0,300.0,1133.0,287.0,3731.2,159600.0
14460,-122.13,37.45,41.0,3233.0,540.0,1251.0,506.0,6635.4,500001.0
14461,-122.13,37.45,37.0,2295.0,332.0,933.0,332.0,6725.7,500001.0
14462,-122.13,37.45,37.0,1287.0,197.0,510.0,206.0,7902.9,500001.0
14463,-122.13,37.44,43.0,3004.0,440.0,1088.0,427.0,9150.800000000001,500001.0
14464,-122.13,37.44,42.0,2390.0,462.0,1146.0,468.0,6311.099999999999,397400.0
14465,-122.13,37.44,38.0,2835.0,447.0,1148.0,446.0,5927.7,446600.0
14466,-122.13,37.43,32.0,4398.0,878.0,1799.0,792.0,4737.5,431900.0
14467,-122.13,37.42,36.0,3982.0,1045.0,2251.0,995.0,3536.4,314100.0
14468,-122.13,37.41,36.0,4787.0,900.0,2039.0,890.0,5406.3,440900.0
14469,-122.13,37.4,29.0,6027.0,1195.0,2687.0,1171.0,5133.5,461200.0
14470,-122.13,37.39,27.0,3385.0,427.0,1248.0,409.0,12037.2,500001.0
14471,-122.13,36.97,27.0,991.0,194.0,543.0,155.0,4718.8,350000.0
14472,-122.14,39.65,33.0,419.0,77.0,190.0,67.0,3642.9,87500.0
14473,-122.14,38.16,4.0,3273.0,495.0,1497.0,454.0,5334.5,176100.0
14474,-122.14,38.07,31.0,3401.0,616.0,1750.0,602.0,4676.1,143100.0
14475,-122.14,38.05,27.0,3794.0,772.0,1756.0,724.0,3289.1,150600.0
14476,-122.14,38.02,44.0,1625.0,432.0,825.0,385.0,2052.2999999999997,133900.0
14477,-122.14,38.01,50.0,1760.0,341.0,741.0,316.0,4500.0,178300.0
14478,-122.14,37.88,34.0,6986.0,1096.0,2865.0,1124.0,6227.5,394400.0
14479,-122.14,37.86,20.0,6201.0,1182.0,2415.0,1141.0,4574.4,314000.0
14480,-122.14,37.85,27.0,9147.0,1276.0,3371.0,1269.0,7326.7,389900.0
14481,-122.14,37.77,27.0,2229.0,365.0,1297.0,355.0,4830.4,279100.0
14482,-122.14,37.76,34.0,1513.0,231.0,545.0,211.0,5570.1,252800.0
14483,-122.14,37.75,36.0,690.0,105.0,299.0,109.0,4031.2999999999997,195500.0
14484,-122.14,37.74,52.0,1071.0,201.0,440.0,192.0,4066.2000000000003,204200.0
14485,-122.14,37.73,52.0,2024.0,320.0,823.0,334.0,5000.0,264700.0
14486,-122.14,37.73,43.0,2264.0,390.0,931.0,368.0,3812.5,235100.0
14487,-122.14,37.73,38.0,1723.0,394.0,711.0,353.0,3067.2999999999997,218400.0
14488,-122.14,37.72,45.0,1397.0,253.0,555.0,248.0,2983.0,202700.0
14489,-122.14,37.72,39.0,786.0,132.0,288.0,132.0,3515.6,218900.0
14490,-122.14,37.71,27.0,3094.0,866.0,1364.0,789.0,2610.1,181700.0
14491,-122.14,37.71,18.0,3905.0,1007.0,2197.0,1044.0,3693.2,166800.0
14492,-122.14,37.7,36.0,1266.0,228.0,606.0,239.0,3970.2000000000003,194100.0
14493,-122.14,37.7,17.0,1463.0,292.0,695.0,330.0,4585.9,187200.0
14494,-122.14,37.69,38.0,1571.0,317.0,874.0,301.0,4465.900000000001,189100.0
14495,-122.14,37.69,37.0,2141.0,535.0,1093.0,555.0,2995.8,178400.0
14496,-122.14,37.68,35.0,2976.0,518.0,1424.0,538.0,4267.0,210300.0
14497,-122.14,37.68,27.0,3337.0,613.0,1489.0,607.0,3636.4,219200.0
14498,-122.14,37.67,37.0,3342.0,569.0,1635.0,557.0,4793.3,186900.0
14499,-122.14,37.67,37.0,3156.0,534.0,1495.0,543.0,4812.5,188300.0
14500,-122.14,37.67,36.0,1487.0,249.0,641.0,243.0,4068.2,196200.0
14501,-122.14,37.5,46.0,30.0,4.0,13.0,5.0,15000.1,500001.0
14502,-122.14,37.48,36.0,1210.0,236.0,981.0,239.0,4003.8999999999996,148900.0
14503,-122.14,37.47,37.0,3373.0,815.0,2909.0,705.0,2886.8,156600.0
14504,-122.14,37.47,36.0,2081.0,412.0,1931.0,373.0,3791.7000000000003,160600.0
14505,-122.14,37.46,27.0,5580.0,2009.0,4165.0,1763.0,2437.5,189000.0
14506,-122.14,37.45,52.0,3841.0,537.0,1391.0,540.0,7864.7,500001.0
14507,-122.14,37.45,48.0,2074.0,297.0,700.0,279.0,8705.1,500001.0
14508,-122.14,37.44,52.0,3117.0,468.0,1114.0,421.0,6675.6,500001.0
14509,-122.14,37.43,52.0,1944.0,308.0,696.0,293.0,8266.400000000001,500001.0
14510,-122.14,37.43,52.0,1383.0,227.0,551.0,249.0,6582.900000000001,500001.0
14511,-122.14,37.43,52.0,1327.0,190.0,467.0,189.0,12590.199999999999,500001.0
14512,-122.14,37.42,46.0,206.0,44.0,134.0,51.0,4150.0,265000.0
14513,-122.14,37.38,26.0,2859.0,343.0,951.0,336.0,10427.699999999999,500001.0
14514,-122.14,37.36,23.0,11294.0,1377.0,3840.0,1367.0,12138.7,500001.0
14515,-122.14,37.08,18.0,2420.0,439.0,1278.0,416.0,5210.099999999999,334000.0
14516,-122.15,38.29,17.0,1625.0,239.0,703.0,224.0,6589.1,328800.0
14517,-122.15,38.06,10.0,3008.0,532.0,1381.0,522.0,5366.1,195800.0
14518,-122.15,38.04,14.0,2804.0,587.0,1083.0,573.0,2646.6,168500.0
14519,-122.15,37.76,39.0,1823.0,286.0,763.0,270.0,6074.900000000001,196900.0
14520,-122.15,37.74,52.0,2898.0,557.0,1338.0,550.0,3851.0,183500.0
14521,-122.15,37.74,52.0,1394.0,223.0,545.0,230.0,3950.0,219000.0
14522,-122.15,37.74,49.0,1494.0,316.0,611.0,288.0,2200.0,187500.0
14523,-122.15,37.74,49.0,1325.0,277.0,764.0,282.0,3312.5,118000.0
14524,-122.15,37.74,43.0,1383.0,275.0,853.0,272.0,3508.3,122000.0
14525,-122.15,37.74,41.0,856.0,178.0,571.0,191.0,3145.7999999999997,130600.0
14526,-122.15,37.73,52.0,1028.0,129.0,317.0,143.0,4913.5,275000.0
14527,-122.15,37.73,45.0,3758.0,819.0,1573.0,736.0,2835.5,245400.0
14528,-122.15,37.73,28.0,2215.0,587.0,830.0,573.0,2189.8,141700.0
14529,-122.15,37.72,47.0,1190.0,251.0,540.0,266.0,3375.0,198300.0
14530,-122.15,37.72,31.0,1616.0,372.0,739.0,379.0,2909.7,210900.0
14531,-122.15,37.72,29.0,4169.0,1047.0,2024.0,962.0,2812.5,157400.0
14532,-122.15,37.71,36.0,998.0,178.0,531.0,183.0,4020.8,191500.0
14533,-122.15,37.71,18.0,5778.0,1526.0,2441.0,1352.0,3168.2000000000003,202700.0
14534,-122.15,37.7,36.0,1468.0,252.0,733.0,229.0,3458.2999999999997,192600.0
14535,-122.15,37.7,36.0,1464.0,244.0,672.0,261.0,3554.7,194700.0
14536,-122.15,37.69,39.0,1670.0,308.0,957.0,335.0,5131.2,183600.0
14537,-122.15,37.69,38.0,1246.0,221.0,637.0,222.0,3662.5,184600.0
14538,-122.15,37.69,36.0,1545.0,273.0,863.0,267.0,4010.9000000000005,192900.0
14539,-122.15,37.69,36.0,1501.0,287.0,703.0,276.0,3886.4,197300.0
14540,-122.15,37.68,35.0,2632.0,447.0,1349.0,486.0,4386.4,205200.0
14541,-122.15,37.68,30.0,2261.0,443.0,929.0,383.0,4284.099999999999,213400.0
14542,-122.15,37.67,35.0,2472.0,398.0,1171.0,390.0,5579.7,198100.0
14543,-122.15,37.47,39.0,1295.0,239.0,566.0,242.0,5640.7,326400.0
14544,-122.15,37.46,52.0,1803.0,257.0,683.0,259.0,10950.8,500001.0
14545,-122.15,37.46,42.0,1995.0,412.0,794.0,374.0,5623.400000000001,379600.0
14546,-122.15,37.46,39.0,906.0,109.0,353.0,112.0,10394.199999999999,500001.0
14547,-122.15,37.46,30.0,4198.0,1244.0,2678.0,1147.0,3671.2,308600.0
14548,-122.15,37.45,52.0,568.0,91.0,219.0,75.0,6157.5,500001.0
14549,-122.15,37.45,52.0,2117.0,353.0,734.0,328.0,6767.0,500001.0
14550,-122.15,37.44,52.0,2063.0,320.0,774.0,309.0,7254.3,500001.0
14551,-122.15,37.44,52.0,1945.0,293.0,708.0,275.0,6165.5,500001.0
14552,-122.15,37.44,52.0,1400.0,217.0,522.0,227.0,4986.1,500001.0
14553,-122.15,37.43,47.0,2600.0,490.0,1149.0,465.0,5020.3,476300.0
14554,-122.15,37.43,20.0,11709.0,3618.0,7604.0,3589.0,1904.5,375000.0
14555,-122.15,37.42,44.0,3558.0,839.0,1779.0,832.0,3924.3,404800.0
14556,-122.15,37.41,29.0,473.0,103.0,359.0,87.0,7030.9,475000.0
14557,-122.15,37.35,23.0,3814.0,485.0,1344.0,464.0,12979.2,500001.0
14558,-122.16,39.78,32.0,1288.0,221.0,562.0,203.0,2325.0,69600.0
14559,-122.16,39.74,20.0,707.0,126.0,337.0,125.0,3046.9,85000.0
14560,-122.16,38.07,14.0,6360.0,1236.0,2876.0,1127.0,4532.099999999999,190300.0
14561,-122.16,38.05,52.0,1888.0,457.0,830.0,408.0,3137.3,185100.0
14562,-122.16,38.05,34.0,2434.0,428.0,926.0,423.0,4677.6,208300.0
14563,-122.16,38.02,40.0,1800.0,290.0,761.0,277.0,5126.5,196100.0
14564,-122.16,37.89,32.0,1779.0,241.0,721.0,258.0,8758.900000000001,434500.0
14565,-122.16,37.86,36.0,3359.0,493.0,1298.0,483.0,8158.599999999999,404300.0
14566,-122.16,37.83,16.0,4596.0,705.0,1480.0,650.0,7520.0,370200.0
14567,-122.16,37.79,22.0,12842.0,2048.0,4985.0,1967.0,5984.9,371000.0
14568,-122.16,37.77,48.0,977.0,194.0,446.0,180.0,4770.8,156300.0
14569,-122.16,37.77,47.0,1256.0,217.0,570.0,218.0,4375.0,161900.0
14570,-122.16,37.77,45.0,2324.0,397.0,968.0,384.0,3573.9,176000.0
14571,-122.16,37.77,39.0,1583.0,349.0,857.0,316.0,3095.8,145800.0
14572,-122.16,37.76,46.0,1827.0,307.0,881.0,302.0,4669.6,164300.0
14573,-122.16,37.76,36.0,2781.0,574.0,1438.0,519.0,2459.8,155500.0
14574,-122.16,37.75,46.0,954.0,161.0,429.0,154.0,2925.0,142900.0
14575,-122.16,37.75,44.0,617.0,131.0,378.0,135.0,2556.8,111100.0
14576,-122.16,37.75,40.0,1227.0,294.0,928.0,261.0,1823.5,95200.0
14577,-122.16,37.75,38.0,2457.0,624.0,1516.0,482.0,1562.5,91700.0
14578,-122.16,37.75,24.0,1790.0,454.0,1137.0,386.0,2537.0,107900.0
14579,-122.16,37.74,52.0,771.0,147.0,355.0,144.0,4145.8,143400.0
14580,-122.16,37.74,47.0,824.0,223.0,533.0,166.0,2625.0,98200.0
14581,-122.16,37.74,46.0,1029.0,181.0,567.0,211.0,3484.4,129500.0
14582,-122.16,37.74,44.0,1097.0,239.0,609.0,215.0,2022.7,103100.0
14583,-122.16,37.74,43.0,1534.0,300.0,826.0,295.0,4041.7,109400.0
14584,-122.16,37.73,52.0,2260.0,416.0,994.0,412.0,4116.4,198200.0
14585,-122.16,37.73,52.0,1114.0,206.0,425.0,207.0,2562.5,175000.0
14586,-122.16,37.73,49.0,1699.0,408.0,768.0,385.0,2830.1,171600.0
14587,-122.16,37.72,10.0,2229.0,601.0,877.0,485.0,3343.1000000000004,137500.0
14588,-122.16,37.71,37.0,1507.0,242.0,632.0,253.0,4555.3,191000.0
14589,-122.16,37.7,36.0,2239.0,391.0,1203.0,379.0,5004.3,190400.0
14590,-122.16,37.7,36.0,1719.0,303.0,836.0,311.0,4437.5,193500.0
14591,-122.16,37.7,36.0,1097.0,208.0,568.0,225.0,2991.7,194600.0
14592,-122.16,37.69,36.0,1480.0,278.0,796.0,283.0,4397.1,205700.0
14593,-122.16,37.47,44.0,2581.0,437.0,1006.0,414.0,5397.0,341700.0
14594,-122.16,37.47,33.0,3687.0,852.0,3091.0,852.0,2650.6,162600.0
14595,-122.16,37.46,45.0,2068.0,348.0,844.0,366.0,6227.0,417800.0
14596,-122.16,37.46,32.0,2663.0,661.0,1403.0,733.0,4266.7,410200.0
14597,-122.16,37.45,50.0,196.0,41.0,76.0,42.0,7612.9,412500.0
14598,-122.16,37.45,47.0,4234.0,1156.0,1808.0,1093.0,4229.7,425000.0
14599,-122.16,37.45,37.0,2926.0,874.0,1363.0,815.0,4598.7,356000.0
14600,-122.16,37.45,19.0,2207.0,810.0,1304.0,775.0,2140.6,402500.0
14601,-122.16,37.44,34.0,2199.0,529.0,1193.0,532.0,4297.2,405900.0
14602,-122.16,37.42,34.0,4448.0,610.0,2571.0,581.0,11049.2,500001.0
14603,-122.16,37.17,35.0,6422.0,1380.0,2755.0,1064.0,5016.5,202300.0
14604,-122.17,40.2,28.0,1782.0,334.0,873.0,311.0,3359.4,79100.0
14605,-122.17,40.11,24.0,1631.0,340.0,1042.0,333.0,1770.8,59000.0
14606,-122.17,39.94,32.0,2352.0,477.0,1316.0,447.0,2229.2000000000003,57400.0
14607,-122.17,39.92,16.0,1566.0,306.0,652.0,287.0,1903.8,60800.0
14608,-122.17,38.08,7.0,18392.0,2782.0,8276.0,2742.0,6423.2,229200.0
14609,-122.17,38.07,15.0,2125.0,278.0,857.0,272.0,6459.900000000001,219700.0
14610,-122.17,38.06,16.0,3515.0,626.0,1764.0,626.0,4439.7,187100.0
14611,-122.17,37.88,33.0,3626.0,502.0,1348.0,480.0,7610.7,423200.0
14612,-122.17,37.88,32.0,3633.0,508.0,1393.0,506.0,7691.7,401800.0
14613,-122.17,37.87,38.0,1261.0,177.0,472.0,183.0,6917.0,438000.0
14614,-122.17,37.78,52.0,653.0,128.0,296.0,121.0,4175.0,144000.0
14615,-122.17,37.78,49.0,893.0,177.0,468.0,181.0,3875.0,140600.0
14616,-122.17,37.78,42.0,1524.0,260.0,651.0,267.0,3687.5,157300.0
14617,-122.17,37.77,39.0,1612.0,342.0,912.0,322.0,3395.7999999999997,141900.0
14618,-122.17,37.77,31.0,2424.0,533.0,1360.0,452.0,1871.0,90700.0
14619,-122.17,37.77,30.0,3326.0,746.0,1704.0,703.0,2875.0,135300.0
14620,-122.17,37.76,47.0,2118.0,413.0,965.0,382.0,2184.2000000000003,107900.0
14621,-122.17,37.76,41.0,1594.0,367.0,1074.0,355.0,1935.6,90600.0
14622,-122.17,37.76,40.0,1685.0,343.0,949.0,342.0,1842.6,94800.0
14623,-122.17,37.76,38.0,1764.0,397.0,987.0,354.0,2433.3,98200.0
14624,-122.17,37.76,33.0,1280.0,307.0,999.0,286.0,2562.5,89300.0
14625,-122.17,37.75,48.0,1751.0,390.0,935.0,349.0,1437.5,90000.0
14626,-122.17,37.75,47.0,998.0,211.0,597.0,185.0,3158.7000000000003,100400.0
14627,-122.17,37.75,44.0,1218.0,248.0,763.0,254.0,2328.1,88800.0
14628,-122.17,37.75,43.0,1587.0,320.0,907.0,306.0,1982.1,98300.0
14629,-122.17,37.75,41.0,1257.0,271.0,828.0,230.0,2504.3,92300.0
14630,-122.17,37.75,38.0,992.0,279.0,732.0,259.0,1619.6,85100.0
14631,-122.17,37.75,37.0,1379.0,287.0,835.0,259.0,2496.2,91800.0
14632,-122.17,37.74,47.0,463.0,134.0,327.0,137.0,2150.0,97200.0
14633,-122.17,37.74,46.0,769.0,183.0,693.0,178.0,2250.0,84200.0
14634,-122.17,37.74,46.0,1026.0,226.0,749.0,225.0,3029.7999999999997,107600.0
14635,-122.17,37.74,43.0,818.0,193.0,494.0,179.0,2477.6,101600.0
14636,-122.17,37.74,41.0,1613.0,445.0,1481.0,414.0,2402.8,97700.0
14637,-122.17,37.74,34.0,1223.0,281.0,824.0,280.0,2291.7000000000003,92500.0
14638,-122.17,37.73,52.0,1555.0,289.0,620.0,292.0,3715.9,183300.0
14639,-122.17,37.73,43.0,1473.0,371.0,1231.0,341.0,2158.7000000000003,86500.0
14640,-122.17,37.72,5.0,1692.0,398.0,814.0,328.0,3663.0,158300.0
14641,-122.17,37.72,46.0,1369.0,284.0,766.0,289.0,3531.2999999999997,159700.0
14642,-122.17,37.72,43.0,3783.0,814.0,2139.0,789.0,4020.2,166300.0
14643,-122.17,37.72,42.0,3008.0,659.0,1817.0,664.0,3371.0,165000.0
14644,-122.17,37.69,24.0,2262.0,391.0,1125.0,366.0,4760.900000000001,212600.0
14645,-122.17,37.48,39.0,2427.0,401.0,1178.0,408.0,5962.900000000001,352700.0
14646,-122.17,37.46,47.0,2312.0,332.0,1044.0,282.0,9459.0,500001.0
14647,-122.17,37.45,35.0,1025.0,242.0,388.0,232.0,5199.5,500001.0
14648,-122.17,37.45,33.0,1828.0,396.0,766.0,378.0,4453.1,500001.0
14649,-122.17,37.43,24.0,3924.0,1142.0,7174.0,950.0,4097.2,387500.0
14650,-122.18,40.02,30.0,1952.0,397.0,961.0,333.0,2250.0,68200.0
14651,-122.18,39.93,35.0,1387.0,272.0,610.0,237.0,2175.9,59500.0
14652,-122.18,39.75,30.0,4157.0,834.0,1885.0,774.0,1694.8000000000002,67500.0
14653,-122.18,39.7,23.0,1658.0,307.0,836.0,297.0,3350.0,85400.0
14654,-122.18,39.55,28.0,1471.0,259.0,673.0,246.0,3250.0,81600.0
14655,-122.18,38.49,15.0,1743.0,366.0,655.0,264.0,3339.3,146900.0
14656,-122.18,38.35,24.0,407.0,68.0,175.0,61.0,6026.6,216700.0
14657,-122.18,38.29,18.0,1953.0,265.0,658.0,270.0,8011.3,393000.0
14658,-122.18,38.17,7.0,4093.0,651.0,2228.0,646.0,5252.3,161300.0
14659,-122.18,38.07,10.0,4976.0,849.0,2089.0,803.0,5328.8,201800.0
14660,-122.18,37.91,31.0,7200.0,876.0,2428.0,843.0,10940.5,500001.0
14661,-122.18,37.9,36.0,4760.0,610.0,1511.0,572.0,9006.4,500001.0
14662,-122.18,37.89,18.0,4845.0,735.0,1634.0,734.0,8148.9,499000.0
14663,-122.18,37.88,36.0,542.0,119.0,231.0,121.0,4900.0,354200.0
14664,-122.18,37.86,33.0,4449.0,636.0,1684.0,617.0,8957.1,399700.0
14665,-122.18,37.81,37.0,1643.0,262.0,620.0,266.0,5444.6,336700.0
14666,-122.18,37.81,30.0,292.0,38.0,126.0,52.0,6362.4,483300.0
14667,-122.18,37.8,34.0,1355.0,195.0,442.0,195.0,6283.8,318200.0
14668,-122.18,37.8,23.0,2317.0,336.0,955.0,328.0,6752.7,285800.0
14669,-122.18,37.79,46.0,2109.0,387.0,922.0,329.0,3971.2000000000003,208100.0
14670,-122.18,37.79,39.0,617.0,95.0,236.0,106.0,5257.799999999999,253000.0
14671,-122.18,37.78,50.0,1642.0,322.0,713.0,284.0,3298.4,160700.0
14672,-122.18,37.78,43.0,1985.0,440.0,1085.0,407.0,3420.5,136700.0
14673,-122.18,37.77,52.0,2744.0,547.0,1479.0,554.0,2276.8,96200.0
14674,-122.18,37.77,52.0,1748.0,362.0,1029.0,366.0,2055.6,100000.0
14675,-122.18,37.77,51.0,2107.0,471.0,1173.0,438.0,3255.2,120100.0
14676,-122.18,37.77,42.0,1180.0,257.0,877.0,268.0,2812.5,97300.0
14677,-122.18,37.77,27.0,909.0,236.0,396.0,157.0,2078.6,97500.0
14678,-122.18,37.76,52.0,754.0,175.0,447.0,165.0,3906.2999999999997,93800.0
14679,-122.18,37.76,50.0,1187.0,261.0,907.0,246.0,1947.8999999999999,89500.0
14680,-122.18,37.76,49.0,2308.0,452.0,1299.0,451.0,1840.7,96700.0
14681,-122.18,37.76,43.0,2018.0,408.0,1111.0,367.0,1891.3,91200.0
14682,-122.18,37.76,37.0,1575.0,358.0,933.0,320.0,2291.7000000000003,107000.0
14683,-122.18,37.75,46.0,941.0,218.0,621.0,195.0,1325.0,87100.0
14684,-122.18,37.75,45.0,990.0,261.0,901.0,260.0,2173.1,82000.0
14685,-122.18,37.75,45.0,330.0,76.0,282.0,80.0,4046.9,80700.0
14686,-122.18,37.75,43.0,1036.0,233.0,652.0,213.0,2069.0,84600.0
14687,-122.18,37.75,36.0,1047.0,214.0,651.0,166.0,1712.0,82100.0
14688,-122.18,37.74,46.0,2103.0,391.0,1339.0,354.0,2246.7000000000003,88900.0
14689,-122.18,37.74,42.0,541.0,154.0,380.0,123.0,2345.6,83500.0
14690,-122.18,37.74,35.0,504.0,126.0,323.0,109.0,1843.8000000000002,90500.0
14691,-122.18,37.73,44.0,548.0,119.0,435.0,136.0,2111.1,79700.0
14692,-122.18,37.72,45.0,1498.0,313.0,1003.0,305.0,3804.7,156700.0
14693,-122.18,37.71,45.0,726.0,147.0,519.0,135.0,3375.0,157500.0
14694,-122.18,37.7,35.0,2562.0,554.0,1398.0,525.0,3390.6,178900.0
14695,-122.18,37.68,5.0,2087.0,407.0,840.0,401.0,5485.8,187800.0
14696,-122.18,37.47,37.0,2848.0,328.0,852.0,327.0,13367.0,500001.0
14697,-122.18,37.46,40.0,2529.0,293.0,831.0,258.0,15000.1,500001.0
14698,-122.18,37.45,43.0,2061.0,437.0,817.0,385.0,4468.8,460200.0
14699,-122.18,37.45,37.0,5257.0,1360.0,2128.0,1264.0,4000.0,394300.0
14700,-122.18,37.44,44.0,2237.0,347.0,948.0,346.0,8243.6,500001.0
14701,-122.18,37.41,21.0,1034.0,117.0,323.0,117.0,10723.699999999999,500001.0
14702,-122.19,40.2,30.0,2750.0,476.0,1296.0,464.0,3530.5,73600.0
14703,-122.19,40.07,21.0,1548.0,290.0,744.0,265.0,1977.3,55000.0
14704,-122.19,39.91,39.0,2467.0,529.0,1433.0,502.0,1857.1,53500.0
14705,-122.19,39.74,39.0,4179.0,814.0,2111.0,809.0,2350.7,65600.0
14706,-122.19,39.53,34.0,2679.0,533.0,1287.0,505.0,2165.0,58700.0
14707,-122.19,39.5,23.0,462.0,97.0,261.0,90.0,2170.5,53000.0
14708,-122.19,38.13,5.0,7854.0,1446.0,4361.0,1395.0,4950.400000000001,214800.0
14709,-122.19,38.09,8.0,614.0,118.0,278.0,115.0,6373.5,166300.0
14710,-122.19,38.07,20.0,3000.0,525.0,1207.0,491.0,4640.6,217500.0
14711,-122.19,37.84,18.0,1617.0,210.0,533.0,194.0,11601.699999999999,392600.0
14712,-122.19,37.83,29.0,1791.0,271.0,661.0,269.0,6853.799999999999,368900.0
14713,-122.19,37.83,28.0,1326.0,184.0,463.0,190.0,8204.9,335200.0
14714,-122.19,37.82,32.0,1835.0,264.0,635.0,263.0,8317.0,365900.0
14715,-122.19,37.8,52.0,1813.0,271.0,637.0,277.0,4011.4,263400.0
14716,-122.19,37.8,48.0,1694.0,259.0,610.0,238.0,4744.0,257300.0
14717,-122.19,37.8,46.0,1938.0,341.0,768.0,332.0,4272.700000000001,246900.0
14718,-122.19,37.79,50.0,968.0,195.0,462.0,184.0,2984.4,179900.0
14719,-122.19,37.79,50.0,954.0,217.0,546.0,201.0,2666.7000000000003,172800.0
14720,-122.19,37.79,47.0,1229.0,243.0,582.0,256.0,2951.4,198100.0
14721,-122.19,37.79,45.0,2718.0,451.0,1106.0,454.0,4656.3,231800.0
14722,-122.19,37.79,28.0,3144.0,761.0,1737.0,669.0,2929.7,140500.0
14723,-122.19,37.78,52.0,2492.0,415.0,1109.0,375.0,4312.5,164400.0
14724,-122.19,37.78,52.0,2198.0,397.0,984.0,369.0,3220.0,156500.0
14725,-122.19,37.78,52.0,1070.0,193.0,555.0,190.0,3726.2,166900.0
14726,-122.19,37.78,52.0,1026.0,180.0,469.0,168.0,2875.0,160000.0
14727,-122.19,37.78,49.0,1183.0,205.0,496.0,209.0,5232.8,174200.0
14728,-122.19,37.77,52.0,2329.0,445.0,1144.0,417.0,3511.4,151200.0
14729,-122.19,37.77,52.0,2170.0,428.0,1086.0,425.0,3371.5,143900.0
14730,-122.19,37.77,45.0,1852.0,393.0,1132.0,349.0,2715.9,101400.0
14731,-122.19,37.77,42.0,932.0,254.0,900.0,263.0,1803.9,92300.0
14732,-122.19,37.77,41.0,2036.0,510.0,1412.0,454.0,2046.8999999999999,89300.0
14733,-122.19,37.76,52.0,2024.0,391.0,1030.0,350.0,2465.9,94700.0
14734,-122.19,37.76,49.0,1368.0,282.0,790.0,269.0,1705.6,91400.0
14735,-122.19,37.76,45.0,995.0,238.0,630.0,237.0,1925.0,74100.0
14736,-122.19,37.76,41.0,921.0,207.0,522.0,159.0,1208.3,72500.0
14737,-122.19,37.76,38.0,1493.0,370.0,1144.0,351.0,768.3,81800.0
14738,-122.19,37.76,26.0,1293.0,297.0,984.0,303.0,1947.8999999999999,85800.0
14739,-122.19,37.75,36.0,1126.0,263.0,482.0,150.0,1916.7,82800.0
14740,-122.19,37.75,28.0,856.0,189.0,435.0,162.0,801.2,81800.0
14741,-122.19,37.75,19.0,2207.0,565.0,1481.0,520.0,1319.3999999999999,81400.0
14742,-122.19,37.74,43.0,707.0,147.0,417.0,155.0,2513.9,83400.0
14743,-122.19,37.74,36.0,847.0,212.0,567.0,159.0,1176.5,87100.0
14744,-122.19,37.73,45.0,1528.0,291.0,801.0,287.0,1262.5,84700.0
14745,-122.19,37.48,45.0,886.0,165.0,492.0,173.0,4270.8,267000.0
14746,-122.19,37.46,34.0,5419.0,1183.0,2002.0,1138.0,4198.5,500001.0
14747,-122.19,37.45,18.0,1636.0,414.0,853.0,439.0,5103.2,464600.0
14748,-122.19,37.44,39.0,4402.0,618.0,1616.0,631.0,8995.5,500001.0
14749,-122.19,37.44,38.0,3383.0,456.0,1203.0,465.0,9319.800000000001,500001.0
14750,-122.19,37.43,39.0,2392.0,420.0,937.0,406.0,6613.6,472800.0
14751,-122.19,37.42,47.0,932.0,167.0,295.0,116.0,8437.5,500001.0
14752,-122.2,39.53,22.0,3265.0,658.0,1647.0,594.0,2356.6,71000.0
14753,-122.2,39.52,39.0,2551.0,482.0,1181.0,437.0,2062.5,63400.0
14754,-122.2,39.15,33.0,1064.0,174.0,434.0,147.0,3125.0,108000.0
14755,-122.2,38.09,18.0,6860.0,1079.0,3205.0,1058.0,5295.7,171900.0
14756,-122.2,38.04,31.0,3029.0,500.0,1236.0,487.0,5602.2,197000.0
14757,-122.2,37.96,9.0,6306.0,962.0,2581.0,911.0,6774.099999999999,310700.0
14758,-122.2,37.9,36.0,2107.0,287.0,740.0,280.0,10341.6,500001.0
14759,-122.2,37.89,37.0,3881.0,560.0,1315.0,517.0,7319.5,367500.0
14760,-122.2,37.88,36.0,1065.0,160.0,398.0,155.0,7773.6,378100.0
14761,-122.2,37.84,35.0,2865.0,460.0,1072.0,443.0,7488.2,319300.0
14762,-122.2,37.84,30.0,2211.0,346.0,844.0,343.0,6066.6,311500.0
14763,-122.2,37.83,26.0,1589.0,223.0,542.0,211.0,8401.0,351200.0
14764,-122.2,37.82,39.0,3770.0,534.0,1265.0,500.0,6330.2,362800.0
